defect,detail,title,size,category,upc,sku,price,in_stock,url,offer_id
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x16,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 12x16 / Black / 2 Pack,12x16,Picture Frame,00850036466413,,29.99,yes,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_45159376748614
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x16,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 12x16 / Black / 4 Pack,12x16,Picture Frame,00850037537945,,44.99,no,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_8423987871814_45167841411142
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x16,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 12x16 / Black / 4 Pack,12x16,Picture Frame,00850037537945,,44.99,no,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_41087682379846
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 6x8,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 6x8 / Black / 2 Pack,6x8,Picture Frame,00810029119597,,14.99,yes,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_44926550343750
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 8x10 / Black / 1 Pack,8x10,Picture Frame,00791398906363,,9.99,yes,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_45159376846918
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 8x10 / Black / 2 Pack,8x10,Picture Frame,00789075280394,,16.99,yes,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_45159376715846
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 8x10 / Black / 4 Pack,8x10,Picture Frame,00789075280721,,29.99,yes,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_41087682281542
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x12,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 9x12 / Black / 2 Pack,9x12,Picture Frame,00850001296038,,12.99,yes,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_45159376650310
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x12,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 9x12 / Black / 4 Pack,9x12,Picture Frame,00850037537792,,34.99,yes,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_41087682347078
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality Black / 11x14 / 2 Pack,11x14,Picture Frame,00758381223807,,22.99,no,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_8423987871814_45167841804358
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality Oak / 11x14 / 2 Pack,11x14,Picture Frame,00850037537655,,23.99,no,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_8423987871814_45167841902662
variant size vs title size,the title also names 6x14 (the parent listing's size); the variant actually sold here is 12x12,6x14 | Black | Collage Frame | Signature 12x12 / Black,12x12,Picture Frame,00198301010498,,32.99,yes,https://americanflat.com/products/collage-picture-frame-multi-photo-display-with-removable-mat-wall-decor,shopify_US_8398589952070_45047871733830
variant size vs title size,the title also names 6x14 (the parent listing's size); the variant actually sold here is 12x18,6x14 | Black | Collage Frame | Signature 12x18 / Black,12x18,Picture Frame,00198301010597,,37.99,yes,https://americanflat.com/products/collage-picture-frame-multi-photo-display-with-removable-mat-wall-decor,shopify_US_8398589952070_45047871799366
variant size vs title size,the title also names 6x14 (the parent listing's size); the variant actually sold here is 7x16,6x14 | Black | Collage Frame | Signature 7x16 / White,7x16,Picture Frame,00198301010719,,29.99,yes,https://americanflat.com/products/collage-picture-frame-multi-photo-display-with-removable-mat-wall-decor,shopify_US_8398589952070_45047871701062
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 11.5x14,8.5x11 | Black | Document Frame | Signature 11.5x14 / Black,11.5x14,Picture Frame,00810131995645,,17.99,yes,https://americanflat.com/products/8-5x11-diploma-frame-use-as-diploma-frame-or-certificate-frame-with-shatter-resistant-glass-for-wall-and-tabletop,shopify_US_7303993622598_45062625132614
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 10x10,8.5x11 | Walnut | Picture Frame | Streamline 10x10 / Black / 1 Pack,10x10,Picture Frame,00810131993122,,10.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207414014022
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 10x12,8.5x11 | Walnut | Picture Frame | Streamline 10x12 / Black / 1 Pack,10x12,Picture Frame,00810131990725,,10.99,no,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207417913414
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 10x13,8.5x11 | Walnut | Picture Frame | Streamline 10x13 / Black / 1 Pack,10x13,Picture Frame,00810131990718,,11.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207413686342
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 10x14,8.5x11 | Walnut | Picture Frame | Streamline 10x14 / Black / 1 Pack,10x14,Picture Frame,00810131993139,,11.99,no,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207417946182
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 10x15,8.5x11 | Walnut | Picture Frame | Streamline 10x15 / Black / 1 Pack,10x15,Picture Frame,00810131993528,,13.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207415947334
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 10x20,8.5x11 | Walnut | Picture Frame | Streamline 10x20 / Black / 1 Pack,10x20,Picture Frame,00810131993535,,19.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207415783494
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 11x13,8.5x11 | Walnut | Picture Frame | Streamline 11x13 / Black / 1 Pack,11x13,Picture Frame,00810131993542,,9.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207415685190
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 11x14,8.5x11 | Walnut | Picture Frame | Streamline 11x14 / Black / 1 Pack,11x14,Picture Frame,00810131990626,,11.99,no,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207417651270
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 11x14,8.5x11 | Walnut | Picture Frame | Streamline 11x14 / Black / 2 Pack,11x14,Picture Frame,00198301002349,,21.99,no,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207418273862
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 11x14,8.5x11 | Walnut | Picture Frame | Streamline 11x14 / Natural Oak / 1 Pack,11x14,Picture Frame,00198301197847,,6.65,no,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207417323590
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 11x14,8.5x11 | Walnut | Picture Frame | Streamline 11x14 / White / 1 Pack,11x14,Picture Frame,00198301000253,,9.99,no,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207417782342
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 11x15,8.5x11 | Walnut | Picture Frame | Streamline 11x15 / Black / 1 Pack,11x15,Picture Frame,00810131990701,,12.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207415029830
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 11x16,8.5x11 | Walnut | Picture Frame | Streamline 11x16 / Black / 1 Pack,11x16,Picture Frame,00810131993559,,11.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207416143942
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 11x17,8.5x11 | Walnut | Picture Frame | Streamline 11x17 / Black / 1 Pack,11x17,Picture Frame,00850038117740,,15.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207414276166
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 11x17,8.5x11 | Walnut | Picture Frame | Streamline 11x17 / White / 1 Pack,11x17,Picture Frame,00198301000260,,15.99,no,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207416733766
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 11x20,8.5x11 | Walnut | Picture Frame | Streamline 11x20 / Black / 1 Pack,11x20,Picture Frame,00810131993566,,26.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207416176710
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 11x22,8.5x11 | Walnut | Picture Frame | Streamline 11x22 / Black / 1 Pack,11x22,Picture Frame,00810131991005,,18.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207415062598
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 12x15,8.5x11 | Walnut | Picture Frame | Streamline 12x15 / Black / 1 Pack,12x15,Picture Frame,00810131990787,,12.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207414997062
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 12x16,8.5x11 | Walnut | Picture Frame | Streamline 12x16 / Black / 1 Pack,12x16,Picture Frame,00810131990619,,12.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207414964294
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 12x16,8.5x11 | Walnut | Picture Frame | Streamline 12x16 / White / 1 Pack,12x16,Picture Frame,00198301000321,,14.99,no,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207416700998
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 12x17,8.5x11 | Walnut | Picture Frame | Streamline 12x17 / Black / 1 Pack,12x17,Picture Frame,00810131993160,,16.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207415488582
variant size vs title size,the title also names 8.5x11 (the parent listing's size); the variant actually sold here is 12x18,8.5x11 | Walnut | Picture Frame | Streamline 12x18 / Black / 1 Pack,12x18,Picture Frame,00850038118686,,17.99,yes,https://americanflat.com/products/streamline-picture-frame,shopify_US_8432962011206_45207414341702
